question_id,topic_tokenized,answer_item_1_tokenized,answer_item_2_tokenized,answer_item_3_tokenized,answer_item_4_tokenized,answer_item_5_tokenized,answer_item_6_tokenized,answer_item_7_tokenized,answer_item_8_tokenized,answer_item_9_tokenized
287,"machin,learn","statement,result,program,way,point,less,film,interview,argu,push,lot,support,field,career,gun,yard,collect,structur,poor,signific,art,stori,outsid,today","know,instead,realiz,technolog,feel,abl,final,happen,analysi,rule,comput,theori,fight,lot,benefit,quit,tough,employe,threat,attack,behavior,deal,model,radio,whose,employe,reach,polic,return,appear,direct","signific,ten,book,around,go,boy,budget,fire,tabl","result,studi,per,tough,writer,mean,vote,posit,actual,signific,u,rais","foreign,cold,author,thought,race,join,front,compani,cell,dog,phone,discov,secur,per,career,late,vote,measur,art,studi,speak,share",,,,
288,"machin,learn","run,second,offici,product,impact,idea,like,line,record,establish,director","issu,identifi,none,smile,could,design,find,owner,oper,signific,seri,line,scientist","today,outsid,big,adult,someth,save",,,,,,
289,"person,financ","scientist,seek,idea,sever,interest,camera,reveal,pick","name,skin,give,wonder,skill,per,go,unit,look,yard","remain,protect,site,wrong,offer,senior,rock,past,method,peopl,station,specif,turn,work,price,surfac,think,readi,instead","comput,career,improv,build,book,shoulder,cut,type,pressur,machin,benefit,head","station,store,servic,next,offic,like,get,economi,hear,hand,onto","decad,thousand,risk,feder,small,stock,hous,compar,talk,real,allow,far,hot,onto,color,statement,garden",,,
290,sociolog,"parti,hair,reflect,mother,condit,much,polit,even,air,truth,pretti","career,inform,structur,cultur","posit,guess,bill,husband,carri,way,expect,member,hot,behavior,plant,list,invest,prove,check,network,prepar,pull","tend,bag,process,messag,rest,section","republican,billion,deep,onto,use,tv,player,pressur,good,truth,challeng,best,glass,pull,relat,letter","per,prepar,someon,seat,space,enter,whatev,look,citi,troubl,includ,next,owner",,,
291,"career,develop","report,determin,dog,care,beauti,left,countri,exist,film,someth","step,pictur,factor,develop,someth,work,far,adult,magazin","trip,born,degre,like,polit,question,special,throughout,also,none,career,major,strong,pay","least,second,nation,compar,pm,discuss,build,anoth,goal",,,,,
292,"artifici,intellig","central,group,produc,discov","hold,boy,describ,mother,pay,accept,necessari,amount,big,throughout,across,assum,seat,mayb,protect,also,spring,teach,young,central,age","u,sing,sinc,fall,perhap,differ,less,news,impact,everyon,u,ten,fight,stay,chang,peopl,high,skin,summer,accord,purpos,dog,religi","establish,interview,region,short",,,,,
293,"career,develop","imagin,natur,night","agent,natur,lose,laugh,discu,famili,travel,common,western,finish","method,argu,later,administr,situat,radio,lawyer,statement,central,attorney,send,strategi,prevent,compar,seriou,read,newspap,task,group,music,anoth,everyth,debat,messag,teacher,consid,spring","type,friend,market,health,fill,charact,author,allow,teacher,six,hold","recogn,custom,sourc,plant,owner,glass,indic,wonder,letter","prepar,respons,second,money,dinner,window,charg,centuri,polic,first,best,languag,win,kitchen,view,everyon,start,gun,opportun,somebodi,road,pick,low,quickli,suddenli","prevent,notic,offic,two",,
294,"artifici,intellig","goal,agre,begin,return,skill,hand,minut","situat,peopl,look,forward,wonder","evid,special,game,cut,professor,drop","north,realli,mother,main,buy,nation,main,state,remain",,,,,
295,"web,develop","babi,effect,medium,audienc,professor,stand,less,moment,grow,congress","educ,glass,word,task,import,guy,civil,present,staff,age,prove,late,box,thu,hotel,list","well,end,bit,polici,qualiti,rest,vote,continu,stand","rise,possibl,crime,resourc,may,help,red,music,effect,yet",,,,,
296,"environment,scienc","quit,staff,near,soon,mind,budget,seven,woman,bit,bit,agre,note,would,direct,statement,last,item,vote,report,posit,anim","citizen,purpos,follow","road,sister,purpos,space,month,someon,economi,style,lot,ever,south,face,includ,green,learn,u,whatev,whatev,student","consid,player,learn,happi,difficult,rang,far,type,town,save,throw,manag,data,must","coupl,presid,star,lawyer,wear,among,green","key,enjoy,plant,feel,worri,heavi,take,respons,togeth,spend,onto,money,throw,later","attorney,high,ga,pattern,mean,reach",,
297,"machin,learn","imagin,suddenli,behind,someon,benefit,two,relationship","wide,train,educ,wall,check,guess,paper,sign,singl,troubl,indic,need,true,leav,paint,babi,need,way,truth,choic","black,polici,learn,imagin,crime,manag,success,full,food,show,night,rememb","possibl,free,whole,season,togeth,sound","fight,design,technolog,sens,financi,season,treat,bad,partner,magazin,alreadi,join,hour,unit,road","avoid,either,firm,goal,industri,land,offic,suffer,page,movement,import,audienc,countri","capit,wall,particip,trade,court,find,debat,record,window,respons,particular,econom,break,none,develop,colleg,partner,profession,west,color,expert,polit,sort",,
298,sociolog,"final,ground,relationship,societi,polici,nearli,develop,pm,front,piec,attorney,stand,father,increas","seri,measur,determin,mind,american,alreadi,interest,increas,simpli,card,score","compar,stori","languag,score,face,coach,skin,presid,qualiti,develop","requir,show,page,least","happen,bar,long,thu,member,noth,term,letter,hear,republican,color,spend,carri,respons,reduc,stock,environment,laugh,east,best,imagin","gener,lose,current","friend,look,hope,along,question,product,wonder,polit,pictur,exampl,effect,receiv,lose","long,commun,center,research,rich,health,style,fine,republican,father,beyond,forget,get,center,sport,someth,fine,among"
299,cybersecur,"risk,bed,wife","suggest,discov,least,matter,start,popul,confer,report,stuff,upon,firm,big,short,part,employe,medic,wear,describ,game","green,littl,nation,drop,answer,fast,war,somebodi,answer,shake,teacher,leader,howev","final,rate,receiv,hous,kid,know,oper,wind,book,someth,execut,anyth,sure,stage,care,network","econom,everi,someon,father,like","u,firm,second,throw,modern,still,floor,fli,want,despit,soldier,claim,season,career,much,interest","still,capit,among,certain,everybodi,break,radio","walk,cultur,foreign,make,type,econom,team,histori,wide,financi,mr,push","still,seriou,tradit,woman,sea,appli,break,floor,centuri,test,drop,choic,hous,sit"
300,"space,explor","commun,sign,noth,far,better,better,explain,cold,enjoy,goal","hotel,happi,scienc,feder,pattern,follow,probabl,daughter,save","nearli,stock,expect,determin,present,leav,idea,send,leav,despit,place","simpli,candid,involv,thu,cut,goal,decid,style,money,ever,develop,human,score,factor,doctor,eight","sport,question,near,career,practic,need,mr,foot,friend,abil,live,market,degre,studi",,,,
301,"health,fit","might,check,mr,becom,wide","car,offic,wrong,train,reduc,vote","carri,reach,heavi,central,feel,differ,tough,save,note,ahead,summer,truth,medium,draw,far,hundr","oil,sit,magazin,worri,servic,trial","polici,statement,sometim,despit,much,star,director","polici,kitchen,base,centuri,rise,call,energi,prevent,product,scientist,drug","person,educ,ago,employe,hard,behind,task,although,key,nation,child,threat,former,brother,seek,abil,purpos,stand",,
302,educ,"author,first,better,establish,popular,guess,ye,enter,execut","singl,attorney,buy,window,bill,medium","appear,ten,agent,yard,special,militari,establish,consid","agent,identifi,today,exist,cell,read,step,western,capit,away,help",,,,,
303,"quantum,comput","differ,later,unit,summer,trade,thought,partner,expert,past,recent,set,audienc,stori","unit,train,differ,hear,start,room,pretti,bring,environment,occur,feel,north,mission,fish","fund,start,start,decad,charact,big","direct,decad,claim,onto,becom,safe,learn,reveal,care,hard,test,cut,nearli,look","effort,comput,sport,kind,medic,imag",,,,
304,sociolog,"candid,wall,fire,free,court,even,impact,field,technolog,send,noth,enough,space,season,gener","top,charg,tradit,hospit,messag,lawyer,north,help","stuff,centuri,theori,throw,author","fight,show,per,budget,fill,million,teach","collect,stage,like,entir,station,state,admit,thought,product,somebodi",,,,
305,sociolog,"alon,player,fast,arm","rest,record,coupl","shake,probabl,hold,amount,discov,would,expert,per,dream,popul,realli,els,beat,notic,ball,tradit,accord,draw,green,bar,often,provid,believ,admit",,,,,,
306,"career,develop","occur,summer,find,end,laugh,black,born,seek,today,option,young,histori,similar,leav","recogn,u,piec,assum,commerci,week,anyth,everyth,determin,yard,sign,front,manag,five,compani,market,top,green,imagin,state,nation","understand,say,certain,realli,part,power,number","respond,particular,letter,food,human,lot,site,step,accord,explain,present,becom,confer,issu,militari,stori,recent,togeth,accord,bring,letter","sign,nearli,woman,return,note,town,sure,present,seri,short,languag,pull,polic,sever,build,yeah,simpli,money","hous,interview,ever,later,increas,certainli",,,
307,"career,develop","pressur,woman,polic,claim,yet,law,week,past","attent,late,protect,experi,ahead,languag,three","maintain,church,despit,particip,author,peopl,west,beauti,speak","never,work,rate,stuff,fund,medic,cultur,summer,tell,machin,citi,product,stand,ago,first,address","around,growth,space,figur,build,must,whatev,custom,marriag,everyon,smile,method,receiv,letter,debat,coupl,insid,time,reflect,hotel,may,set,good",six,"particularli,feder,sport,type,fight,world,ground,prepar,manag","star,tv,effect,nearli,process,agent,individu,special,ground,billion,night,becom,world,girl,would",
308,"quantum,comput","movement,woman,speak,maintain,around,leav,nation,build,probabl,rememb,land","page,list,profession,mr,pay,poor,other,tabl,partner,happen,short","hair,tend,soldier,start,game,rememb,today,often,move","sens,sing,artist,store","feder,even,case,standard,custom,street,heavi,prevent,around,professor,parti,bit,hold,serv,knowledg,citizen,forc,trial,posit,trial,manag,best,accord,qualiti,describ,major,rich,discuss,fish,leg","even,els,sourc,offic,health,loss,someon,expect,product,center,agreement,histori,marriag","account,decid,red,public,control","threat,major,senior,democrat,could,experi,book,staff,increas,within","seri,bag,doctor,everyon,soon,left,peopl,stay,next,wait,small,like,detail,effort"
309,entrepreneurship,"campaign,seem,arm,howev,fast,secur,citizen,big,collect","kid,simpl,art,anim,low,watch,earli,parent,candid,news,end,stock,fli","option,chang,time,cell,act","real,job,chair,singl,stuff,democrat,suggest,rate,detail,half,need,forc,voic,bad,finish","wait,involv,hope,centuri,opportun,fire,buy,attent,happen,parti,physic,break,stage,practic,agenc,million,beauti,togeth,eat,grow,ye,need",,,,
310,blockchain,"consid,theori,invest,necessari,develop,stand,sign","also,may,provid,medium,whose,plant,beat,design,tend","onto,popul,center,admit,anoth,six,worker,moment,strategi,set,develop,sometim,continu,ball",,,,,,
311,sociolog,"secur,want,think,offic,soldier,set,alon,wife","word,thousand,perhap,car,evid,pa,trade,program,blood,order,special,cultur,enjoy,mouth,first","messag,war,yet,race,stay,stay,tradit,small,player,hair,live,per,human,medic,garden","face,research,take,within,answer,forward,dream,accord,idea,possibl,hour,middl","carri,pattern,edg,standard,mention,side,hope,skill,civil","insid,center,wall",,,
312,robot,"dream,accord,fund,discu,accept,song,region,three,prevent,behind,trial,big,million","short,yet,exampl,test","enter,everyon,edg,busi,effort,step,poor,mayb,song,support,figur,includ,econom","possibl,late,product,describ",,,,,
313,"machin,learn","even,leader,relationship,less,risk,choic,along,spend,son,end,somebodi,appear,tax,offic,anyon","around,place,deal,although,employe,yard,necessari,great,evid,senior,structur,note,forward,agenc,educ","rang,effort,whose,pattern,pick,fear","forward,kind,run,figur,certain,practic,train,argu,peopl,kind,hard,food,soldier,teacher,whatev,staff,care,inform,push,suffer,meet,world,financi,outsid","quickli,open,pattern,resourc,seven,factor,region,compani,send","theori,help,howev,mayb,admit,wish,bad,travel",,,
314,histori,"line,sure,think,social,interest,million,somebodi,feder,lawyer,newspap,blood,break,religi,crime","move,back,paint,cold,want,pull,market,perform,ye,center","identifi,section,centuri,interview,abil,democrat,six,pay,amount",,,,,,
315,"quantum,comput","perhap,televis,manag,nation,feel,collect,role,simpl,peopl,chair,goal,expect,kind,voic,month,economi,militari,wife,cup,piec,professor,sourc","secur,reduc,togeth,record,court,effect,execut,use,per,add,number,blue,appli,qualiti,experi,medium,opportun,possibl","hope,reflect,certain,relationship,mr,ye,quit,war,specif,water,floor,claim,plan,offer,side,reason,identifi","star,hand,still,inde,continu,lawyer,onto,qualiti,order,item,charact,visit",,,,,
316,"web,develop","tree,forward,girl,coupl,moment,deep,coupl","may,inform,bag,ahead,charg,air,analysi,product,debat,hot,notic,billion,third,southern","peopl,answer,becom,get,arriv,like,readi,task,insid,analysi","place,possibl,presid,attack,u,sinc,first,left,becom,administr,newspap","need,yet,account,chang,run,strong,page,movement,seri,hard,market,travel,put,amount,recent","develop,section,black,former,north,experi,speak,unit,yard,avail,natur,nation,see,materi,bit,thought,top,govern","shake,realiti,car,argu,cut,anyon,crime,coach,theori,across,miss,low","industri,bar,dream,second,reduc,accept,news,alon,adult,scene,add,shake,train,moment,town,south,inde","mr,address,energi,eat,receiv,charg,ok,might,attorney,low,outsid,lot,account,offer,around,big,guess,event,understand,big,avail"
317,"person,financ","subject,rang,system,trip,forget,dream,imag,woman,entir,career","store,add,role,send,tell,start","charg,rock,movi,speak,chair,debat,visit","road,happen,still,truth,let,less,sometim,cours,begin,alway,explain,guess,pressur","polic,choos,know,bad,although,fast,choic,perform,hundr,sens,region,big,anyth","articl,ago,blue,black,interest","amount,world,tax,first,describ,soon","carri,may,physic,thank,respons,seat,ten,artist,talk,stay,forget,debat","admit,form,billion"
318,"artifici,intellig","individu,seri,effect,identifi,tend,author,tree,tend,big,good,histori,deep,realiz,even,glass,peopl,produc,decis","particularli,enough,book,green,head,describ,level,anyth,may,readi,work,treat,late,test,daughter,way,total,dinner,daughter,type,accord,race,far,perhap","figur,pull,measur,candid,song,democrat,pm,activ,high,worker,ok,drop,later,colleg,differ,stage,fire,determin,site,compani,trip,pretti,eat,employe,station,fast,argu,partner,sing","billion,street,order,factor,inde,medium,forc,approach,forget,appear,model,ever,everyon,expert,seem,signific,campaign,becom,valu,meet,colleg,usual","per,system,behavior,particularli,trade,away,win,yet,right,rather,interest,togeth,last,lay,discuss,middl,middl,bed,hotel",,,,
